domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
28,6,0,1,5,3,9,0,3.994680368
22,3,2,1,8,2,11,0,3.572623664
15,2,0,0,3,1,11,3,3.640223929
13,2,0,0,0,2,4,0,3.238901257
15,2,2,0,23,2,3,0,3.323231429
32,5,1,0,0,4,6,0,3.616729297
10,4,9,4,33,1,6,1,3.121928095
14,4,0,0,6,2,3,0,3.039148672
18,2,0,0,1,1,15,0,3.530493057
5,3,0,0,0,2,11,0,3.681880803
12,1,1,0,20,1,8,0,3.084962501
6,1,0,0,0,1,3,0,2.584962501
11,1,0,0,4,1,7,0,3.459431619
35,2,0,0,0,2,22,0,3.874535961
15,3,1,1,0,2,3,0,3.189898095
9,5,1,1,2,1,5,0,3.169925001
20,3,0,0,0,2,14,0,3.48418372
12,2,0,3,0,1,8,0,3.084962501
13,2,0,0,2,1,9,0,3.39274741
22,5,1,0,2,2,3,0,3.606936732
33,5,1,0,1,5,8,0,3.942438726
13,3,1,1,0,2,3,0,3.180832987
13,6,0,0,0,2,3,0,3.026986833
20,2,0,0,1,2,10,0,3.58418372
16,5,1,0,0,2,3,0,3.577819531
7,2,0,0,5,1,4,4,2.521640636
23,2,0,0,3,2,14,2,3.882045108
14,4,0,1,0,3,4,0,2.985228136
18,3,1,0,0,2,3,0,3.239097918
26,4,0,0,0,2,3,0,3.536414237
6,1,0,0,0,1,3,0,2.584962501
15,2,0,2,0,1,11,0,3.373557262
13,2,0,4,6,2,6,0,3.238901257
30,4,0,0,0,4,3,0,3.631401845
27,2,0,0,0,2,20,0,3.736006946
12,1,0,0,0,1,9,0,2.918295834
13,3,0,2,0,2,3,0,2.87314068
14,1,1,0,22,1,5,0,3.324862958
18,3,2,0,2,2,11,0,3.46132014
24,4,1,0,0,4,3,0,3.386842188
30,2,2,0,3,2,5,3,4.015061012
14,6,1,7,8,2,3,0,3.182005815
27,3,0,0,0,3,3,0,3.754163428
13,6,1,0,2,2,3,0,2.81507241
37,4,0,0,0,4,3,0,3.73185784
16,5,0,0,1,3,3,0,3.280639062
7,5,0,0,0,1,4,0,2.521640636
27,1,1,0,22,1,23,0,3.884155095
19,10,0,0,0,1,15,0,3.366091329
14,4,0,0,0,3,3,0,3.128085279
21,11,3,3,20,2,6.5,0,3.880179923
14,5,0,0,1,2,3,0,3.039148672
18,1,0,0,1,1,15,0,3.281036113
23,2,0,0,1,2,14,0,3.497055848
15,4,0,0,1,2,3,0,2.872905595
19,4,0,6,11,2,8,0,3.366091329
20,3,3,0,47,2,3,0,3.78418372
16,4,2,0,0,2,3,0,3.327819531
11,2,2,2,41,1,7,0,3.277613437
28,2,0,0,5,2,4,0,3.940759833
22,7,1,1,0,3,3,0,3.629219687
37,4,0,0,0,4,3,0,3.864198298
11,2,0,0,0,1,8,0,3.277613437
17,7,1,7,8,3,3,0,3.101881223
26,5,0,0,35,4,3,0,3.700439718
13,7,1,7,8,2,3,0,2.81507241
15,3,1,2,0,1,11,0,3.373557262
15,3,1,1,0,2,3,0,3.323231429
18,1,0,0,0,1,14,0,3.725480557
22,2,0,2,4,2,3,0,3.516027641
12,2,0,2,7,1,8,0,3.418295834
18,4,0,0,0,2,4,0,3.530493057
40,2,0,0,1,2,27,1,4.05869497
23,4,1,0,1,3,4,0,3.729446195
30,5,0,0,2,4,5,0,3.647742679
21,2,0,0,0,2,6,0,3.653756708
18,4,0,0,0,1,14,0,3.239097918
12,3,0,0,0,2,2,0,2.918295834
17,1,1,0,0,1,14,0,3.175123135
11,1,0,0,7,1,7,0,2.845350937
14,1,1,0,0,1,4.5,0,3.378783493
31,3,0,0,0,3,3,0,3.760017278
12,3,0,0,0,2,2,0,2.751629167
17,3,1,0,35,3,3,0,3.101881223
11,3,1,0,0,1,8,0,3.095795255
13,2,0,0,3,1,9,0,3.39274741
12,3,11,2,1,2,3,0,3.022055209
12,2,0,0,10,1,8,0,3.084962501
19,6,1,0,4,2,3,0,3.40582225
16,2,0,1,2,1,12,0,3.327819531
12,1,1,3,21,1,9,0,3.418295834
19,1,1,0,19,1,15,0,3.536886724
18,2,2,0,0,2,7,0,3.392147224
15,1,0,0,17,1,11,0,3.323231429
21,5,0,0,1,3,3,0,3.368042423
35,2,1,0,1,2,8.5,1,3.761445789
37,2,0,0,0,2,24,0,3.951904041
21,3,0,0,3,2,12,0,3.784941827
16,6,1,1,2,2,3,0,3.452819531
17,3,0,0,2,2,8,0,3.337175341
33,5,1,0,1,5,8,0,3.942438726
14,2,0,0,0,1,10,0,3.378783493
11,2,0,0,0,1,8,0,3.277613437
30,5,0,2,11,4,6,0,3.498068512
19,4,2,0,21,2,3,0,3.471354487
13,2,0,0,1,1,9,0,3.39274741
17,7,0,0,0,3,3,0,2.889549431
17,3,0,0,1,1,13,0,3.852168724
13,2,0,0,1,1,9,0,3.39274741
17,3,0,0,88,2,3,0,3.572469459
14,4,0,0,1,1,11,0,3.182005815
16,3,0,0,0,2,3,0,3.327819531
13,2,0,0,5,1,9,0,3.39274741
13,2,0,1,19,2,6,0,3.238901257
15,6,1,7,11,2,3,0,3.456564762
27,5,0,0,0,5,2,0,3.231946188
30,7,0,2,26,5,3,0,3.936243413
24,3,0,0,4,2,3,0,3.553508855
22,3,1,0,6,2,3,0,3.697845823
21,3,1,0,20,1,8,0,4.011365042
13,2,0,0,1,1,9,0,3.39274741
23,2,0,0,0,2,9,0,3.534219021
22,2,0,0,0,2,9,0,3.174674232
19,4,1,2,1,2,3,0,3.431623566
24,1,1,0,18,1,20,2,3.938721876
18,2,0,0,0,2,12,0,3.725480557
37,6,0,4,28,5,6,0,4.260279974
19,5,1,2,1,2,3,0,3.511085408
16,2,0,0,2,2,10,1,3.625
9,5,1,1,3,1,5,1,2.725480557
12,3,0,0,0,2,2,0,2.688721876
14,3,0,0,0,2,5,0,3.235926351
25,3,0,0,1,3,3,0,3.83326969
11,2,0,0,0,1,8,0,2.845350937
22,1,0,0,0,1,18,0,3.754441846
18,2,0,0,0,1,14,0,3.239097918
12,6,1,1,4,2,3,0,3.022055209
14,3,0,0,0,2,3,0,3.324862958
20,2,1,2,60,1,17,0,3.021928095
14,5,0,2,1,2,3,0,3.039148672
22,1,1,0,6,1,18,0,3.481714573
12,6,2,0,9,3,2,2,2.688721876
9,2,1,2,81,1,6,0,2.725480557
33,5,6,0,16,5,8,0,3.942438726
19,3,0,0,19,2,3,0,3.431623566
29,2,1,0,2,2,7.5,2,4.090234012
13,5,3,5,18,1,3.5,0,3.180832987
21,7,1,1,0,3,3,0,3.522571589
14,2,0,0,20,2,3,0,3.182005815
15,2,1,0,26,2,3,0,2.866247897
30,3,0,0,0,2,24,0,3.672905595
14,2,0,0,17,1,10,2,3.664497779
13,8,0,0,0,2,6,0,3.39274741
16,2,0,0,0,2,3,0,3.077819531
33,4,2,2,40,3,8,1,4.043801695
21,2,0,0,0,1,17,0,3.784941827
13,3,1,2,12,3,3,3,2.81507241
13,4,0,0,3,1,9,0,3.39274741
18,4,1,0,36,3,3,0,3.26633264
35,4,0,0,0,3,13,0,4.036006945
16,1,1,0,8,1,5,4,3.625
13,3,0,2,4,1,9,0,3.026986833
14,2,0,0,0,1,11,0,3.378783493
38,3,1,0,9,2,9.5,6,4.175430474
11,2,1,0,0,1,8,0,2.913977073
6,1,0,0,1,1,3,0,2.584962501
29,2,0,0,2,2,18,0,3.754532719
34,1,1,0,32,1,14.5,0,4.057476076
16,3,0,0,2,2,5,1,3.625
21,2,1,0,5,2,4,0,3.820888851
16,2,1,0,6,1,12,0,3.327819531
29,3,2,0,1,2,5.5,0,3.85386322
17,5,1,0,1,2,3,0,3.572469459
20,4,0,2,0,3,4,0,3.40869497
17,14,0,2,0,2,6,0,3.431623566
19,5,2,0,0,2,3,0,3.471354487
13,2,0,0,4,1,9,0,3.39274741
28,2,1,0,4,2,10,4,4.06610894
13,3,0,0,1,2,3,0,3.180832987
17,3,1,0,0,2,10,0,3.734521665
13,5,0,2,1,2,3,0,3.026986833
18,4,0,3,5,2,3,1,3.572431251
20,3,0,5,11,2,3,0,3.78418372
40,3,3,0,11,2,6,0,4.093942708
11,3,1,0,0,2,9.5,0,3.327819531
22,3,0,1,20,2,3,0,3.629219687
14,6,1,1,2,2,3,0,3.039148672
17,3,2,0,0,2,3,0,3.337175341
19,2,0,0,0,1,16,0,3.576617645
35,4,1,4,5,2,3,0,3.84301016
14,6,1,1,2,2,3,0,2.985228136
14,6,1,7,8,2,3,0,3.324862958
14,7,1,1,2,2,3,0,2.896291529
29,2,2,0,2,2,5,2,3.604031755
16,6,1,7,8,2,3,0,3.327819531
39,4,2,0,10,3,6,4,4.226832667
16,4,0,0,6,3,3,0,3.155639062
10,1,0,0,0,1,7,0,3.121928095
10,1,0,0,0,1,6,0,3.321928095
14,2,0,0,0,1,10,0,3.093069208
28,8,1,3,1,5,2,0,3.767375798
12,1,0,1,15,1,8,0,2.918295834
24,4,0,0,0,2,3,0,3.65726823
20,2,0,0,0,2,10,0,3.421928095
20,3,0,0,0,2,3,0,3.521928095
21,2,0,0,1,2,3,0,3.594465637
27,2,2,0,55,1,23,0,3.884155095
11,1,0,0,0,1,7,0,3.095795255
17,3,1,0,0,2,3,0,3.337175341
18,3,1,0,0,2,3,0,3.46132014
17,4,2,0,0,2,3,0,3.292770194
14,4,3,0,3,1,11,0,3.182005815
36,2,3,10,49,2,10,3,3.940351043
19,2,0,0,0,1,14,0,3.826874882
29,3,0,4,33,3,10,0,3.581444788
11,5,1,0,2,1,7,0,3.277613437
22,2,1,0,1,1,18,0,3.754441846
24,1,1,1,0,1,9.5,0,3.454986856
21,1,2,1,23,1,17,0,3.558518613
15,3,0,0,0,2,3,0,2.739572262
33,5,1,0,1,5,8,0,3.942438726
18,2,0,0,0,1,15,0,3.725480557
23,3,2,2,2,2,3,0,3.729446195
16,3,0,0,0,2,6,0,3.202819531
22,1,2,0,2,1,19,0,3.170134892
28,2,1,0,0,2,10,0,4.039148672
26,5,0,0,29,4,3,0,3.700439718
21,4,0,0,0,3,3,0,3.403989446
30,2,1,0,3,2,8,3,4.015061012
18,1,0,1,0,1,14,0,3.614369446
12,6,1,1,2,2,2,0,2.855388542
14,2,2,0,19,2,4,0,2.54952346
17,2,0,0,2,2,7,0,3.337175341
10,3,0,1,3,1,6,0,2.921928095
6,2,0,0,6,1,3,0,2.584962501
33,5,1,0,1,5,8,0,3.942438726
23,3,0,0,0,3,3,0,3.588354347
20,2,0,0,6,2,10,3,3.68418372
14,1,0,0,0,1,10,0,3.324862958
28,2,0,0,5,2,4,0,3.940759833
15,2,2,0,0,1,5,0,3.006238929
29,4,1,0,0,2,3,0,3.78834134
6,1,0,0,1,1,3,0,2.584962501
13,2,0,0,0,1,9,0,3.39274741
8,2,1,0,0,1,5,0,2.75
23,3,0,0,5,2,3,0,3.534219021
11,1,0,0,4,1,7,4,3.277613437
7,1,0,0,0,1,4,0,2.807354922
22,2,1,0,0,2,3,0,3.351953074
14,2,3,0,0,1,5,0,3.521640636
11,2,0,0,0,1,7,0,2.845350937
31,3,2,0,5,2,5,5,4.091135423
18,3,0,0,0,1,15,0,3.947702779
31,4,0,0,0,4,5,0,3.409863956
23,1,0,1,71,1,19,0,3.795088586
17,2,0,0,55,2,3,0,3.4548224
31,2,0,0,0,2,18,0,3.974695408
14,2,3,0,0,2,3.5,0,3.521640636
20,2,0,0,2,2,10,0,3.421928095
30,4,0,0,0,4,3,0,3.589898095
16,3,0,0,2,2,3,0,3.155639062
31,2,0,1,0,2,14,0,4.002268084
15,1,0,0,17,1,11,0,3.323231429
25,2,0,0,0,2,3,0,3.643074189
13,5,1,1,2,1,9,0,3.39274741
26,2,0,0,0,2,19,0,3.584303179
18,3,0,0,1,2,3,0,3.197159723
17,2,1,0,0,2,10,0,3.616874606
21,1,0,0,0,1,17,0,3.535174566
13,6,1,2,1,2,3,0,3.180832987
26,2,1,1,3,1,22,0,3.547587085
25,3,1,0,0,2,3,0,3.284889452
35,4,0,0,0,4,4,0,3.728724445
13,3,0,0,0,1,9,0,3.026986833
23,1,1,0,0,1,9,0,3.501397825
25,3,0,0,4,3,10,0,3.452878689
9,5,1,1,2,1,6,0,2.725480557
16,2,0,0,2,2,3,0,3.125
33,5,1,0,1,5,8,0,3.942438726
11,1,1,0,19,1,7,0,3.277613437
17,6,1,1,2,2,3,0,3.4548224
16,3,3,1,44,2,3,0,3.327819531
14,5,0,2,41,2,3,0,3.182005815
12,4,1,2,45,2,3,0,2.855388542
29,7,0,0,0,3,3,0,3.607475391
14,2,1,0,0,2,3,0,3.182005815
26,7,0,0,3,3,3,0,3.844106545
39,7,1,3,11,5,6,3,4.192346053
22,1,0,1,44,1,18,0,3.754441846
20,4,0,0,1,2,8,0,3.621928095
19,2,0,0,0,1,15,0,3.642149882
10,2,2,0,0,2,3,0,2.721928095
13,2,0,0,2,1,9,0,3.39274741
19,2,0,0,1,2,10,0,3.576617645
15,2,1,0,0,1,11,0,3.373557262
27,7,0,0,35,3,8,7,4.07841852
28,2,0,2,0,2,3,0,3.556656707
19,2,1,0,21,2,3,0,3.536886724
13,1,1,0,24,1,9,0,3.180832987
22,3,0,0,0,3,3,0,3.390805482
15,3,0,0,0,2,3,0,2.739572262
15,2,0,0,0,2,8,0,3.139572262
9,4,0,0,1,1,5,0,2.641604168
19,4,0,0,36,3,5,0,3.681880803
14,4,2,0,21,1,10,0,3.182005815
28,4,0,1,0,3,3,0,3.726474118
15,2,4,0,4,1,5.5,0,3.506890596
11,2,0,0,0,1,7,0,3.350209029
17,3,3,0,0,1,5.5,0,3.852168724
23,3,0,1,2,2,3,0,3.762267391
10,3,1,0,0,1,3,0,3.121928095
11,2,0,0,0,1,8,0,2.663532755
23,5,0,0,38,4,3,0,3.567040217
27,4,0,1,8,3,10,0,3.574357762
13,3,0,0,0,1,10,0,3.180832987
23,2,0,0,2,2,13,0,3.675310869
24,3,0,0,7,2,9,4,4.022055209
21,4,1,0,1,3,3,0,3.291392876
24,4,0,0,0,2,3,0,3.855388542
18,1,0,1,21,1,14,0,3.572431251
13,3,0,0,1,2,3,0,3.026986833
19,2,1,0,2,1,7,0,3.681880803
14,4,0,0,0,3,3,0,2.985228136
14,3,0,0,0,2,8,0,3.378783493
21,1,0,0,0,1,17,0,3.535174566
14,1,0,0,0,1,10,0,3.378783493
31,3,0,0,0,2,21,0,3.514545004
12,2,0,0,0,2,3,0,2.855388542
29,2,1,3,60,1,25,0,3.702471512
18,2,0,0,3,2,8,0,3.419381946
18,3,0,0,0,2,3,0,3.530493057
20,3,0,0,0,3,10,0,3.68418372
39,7,1,3,22,5,6,3,4.172989963
30,3,2,0,2,3,4.333333333,2,3.923231429
23,1,0,0,20,1,20,0,3.675310869
16,2,0,1,1,1,12,0,3.375
22,3,1,0,2,3,3,0,3.754441846
10,3,0,0,0,1,6,0,3.121928095
37,2,2,0,12,1,10.66666667,12,4.344588501
19,5,0,0,0,3,4,0,3.576617645
14,3,0,1,2,2,7,0,3.235926351
14,6,0,8,6,2,3,0,2.842370993
15,6,0,0,5,2,3,0,3.056564762
23,3,0,0,1,3,3,0,3.762267391
10,1,0,0,0,1,6,0,2.921928095
17,11,1,0,16,1,14,0,3.337175341
14,3,0,0,6,2,7,1,3.182005815
23,5,0,0,33,4,3,0,3.567040217
34,3,0,0,3,2,23,0,4.043057694
16,8,1,1,2,3,3,0,3.030639062
23,2,0,0,20,2,3,0,3.849223912
20,3,1,0,0,2,3,0,3.58418372
36,4,0,0,1,3,6,0,4.006749919
8,1,0,0,2,1,4,0,3
15,6,4,0,14,1,11,0,3.640223929
9,2,1,0,0,1,6,0,2.947702779
13,2,0,0,6,1,9,0,3.39274741
30,2,1,0,0,2,23,0,3.831401845
19,3,0,1,0,2,3,0,3.431623566
12,5,0,0,0,2,3,0,3.022055209
11,2,0,1,26,1,7,0,3.095795255
16,4,8,1,20,2,3,0,3.155639062
23,2,1,0,0,1,20,0,3.497055848
19,5,2,0,14,2,3,0,3.471354487
19,3,5,0,18,2,10,0,3.681880803
27,2,2,0,0,1,7,0,3.578056483
36,4,0,0,0,3,3,0,3.552179697
24,4,0,0,0,3,3,0,3.625814584
27,8,0,3,1,5,2,0,3.574357762
24,2,0,0,1,2,15,0,3.636842188
11,1,1,1,9,1,8,0,2.913977073
35,4,1,0,15,4,8,0,3.693149802
22,3,1,0,0,2,3,0,3.572623664
22,4,0,0,0,1,18,0,4.095795255
11,1,0,0,2,1,7,0,3.459431619
24,3,0,0,0,1,20,0,3.54248125
21,3,0,0,0,3,8,0,3.844232899
12,2,0,0,19,1,8,0,3.084962501
20,2,0,1,0,1,16,0,3.346439345
16,1,0,0,18,1,12,0,3.577819531
22,2,0,0,0,2,15,0,3.55034071
20,2,0,0,0,2,3,0,3.68418372
17,6,1,0,1,2,3,0,3.337175341
14,1,4,0,16,1,10,1,3.039148672
14,4,0,7,12,3,3,3,2.645593314
26,4,0,0,0,3,4,0,3.642371449
12,2,0,0,1,1,8,0,3.084962501
33,9,0,3,4,6,2,0,3.449570165
15,4,0,0,6,2,4,0,2.973557262
38,7,0,0,23,5,4,1,3.988077435
10,4,1,0,3,3,11.5,0,3.767183468
30,2,2,0,1,2,5,1,3.964735179
21,2,1,0,0,1,18,0,3.784941827
15,2,0,0,2,2,5,2,3.506890596
15,7,1,1,2,2,3,0,3.189898095
13,4,2,0,13,2,5,0,3.026986833
24,2,1,0,2,2,7.5,2,3.938721876
14,2,0,0,3,1,10,3,3.235926351
17,3,0,0,1,2,3,0,3.169248696
13,5,1,0,3,1,9,0,3.180832987
12,1,0,0,12,1,9,0,3.084962501
17,2,1,0,0,1,13,0,3.616874606
15,7,1,1,2,2,3,0,3.189898095
29,3,2,0,1,2,5.5,0,3.85386322
26,3,0,0,0,1,22,0,3.130096586
17,3,0,0,1,2,5,0,3.499227547
13,2,0,2,13,1,9,0,3.39274741
22,4,0,0,0,3,3,0,3.663532755
9,1,0,0,0,1,5,0,2.725480557
11,4,1,1,18,1,7,0,3.277613437
10,2,1,0,0,1,11.5,0,3.321928095
32,2,2,0,1,2,5.666666667,1,4.140319531
20,2,0,0,0,1,16,0,3.621928095
23,3,0,0,30,2,3,0,3.642489673
15,6,0,0,1,2,3,0,3.323231429
21,1,0,9,0,1,17,0,3.268048829
30,7,0,2,5,5,3,0,3.777747163
23,4,0,0,0,3,3,0,3.501397825
12,2,5,2,0,2,6,0,2.688721876
17,2,0,0,0,1,13,0,3.572469459
8,1,0,0,21,1,5,0,2.75
13,2,0,0,2,1,9,1,3.546593564
33,3,1,3,2,2,3,0,3.717896013
18,3,0,0,0,2,3,0,3.197159723
30,7,0,2,29,5,3,0,3.869576746
28,13,1,0,13,1,24,0,3.722907494
19,3,1,0,0,2,3,0,3.471354487
29,8,1,3,1,5,2,0,3.758867099
13,2,0,0,3,1,9,0,3.39274741
20,3,1,0,5,2,3,0,3.58418372
22,3,0,0,4,2,7,1,4.004886164
13,2,1,0,1,2,3,0,2.81507241
33,3,3,0,0,3,5,0,3.884858892
14,3,0,0,27,2,3,0,3.182005815
37,4,0,0,0,4,3,0,3.69820615
12,2,0,0,10,1,8,0,3.084962501
21,2,1,0,1,2,5,0,3.499227542
17,6,5,0,24,1,14,0,3.410417253
15,3,0,0,1,2,3,0,3.056564762
19,3,0,0,1,2,12,0,3.155565013
29,2,0,0,0,2,22,0,3.693345219
25,2,1,0,0,2,5.5,0,3.78346519
11,5,1,1,2,1,7,0,2.663532755
14,1,0,0,0,1,10,0,3.039148672
33,2,1,0,18,2,3,0,3.821226605
20,3,0,0,0,3,3,0,3.40869497
24,2,0,0,22,2,4,0,3.803508855
35,2,0,3,0,2,3,0,3.940436146
12,1,0,0,0,1,8,0,3.251629167
36,2,2,0,0,2,7,0,3.974937501
18,5,1,2,46,1,15,0,3.419381946
22,3,0,0,18,2,3,0,3.629219687
26,2,2,0,1,2,4,1,4.026986833
13,2,0,0,1,1,9,0,3.39274741
17,6,1,1,0,2,3,0,3.337175341
9,6,0,1,1,1,5,0,2.641604168
14,7,1,1,2,2,3,0,2.896291529
9,2,0,0,1,1,5,0,3.169925001
16,3,0,0,1,2,4,0,3.25
18,3,0,0,0,2,3,0,3.308270835
13,2,0,0,15,1,10,0,3.026986833
12,3,0,0,0,2,2,0,3.084962501
14,4,0,0,0,3,3,0,2.985228136
11,7,0,0,0,2,3,0,2.663532755
21,4,1,0,0,2,3,0,3.594465637
20,1,0,1,0,1,17,0,3.746439345
37,3,3,0,22,2,9,0,4.023661393
28,4,0,0,9,4,10,6,3.9677201
14,2,0,0,0,1,10,0,3.521640636
20,2,2,0,41,2,7,6,3.38418372
17,2,1,0,0,2,3,0,3.4548224
17,1,1,0,0,1,6,0,3.292770194
12,4,0,0,1,2,3,0,3.022055209
18,1,3,0,0,1,4,0,3.239097918
33,5,1,0,1,5,8,0,3.942438726
21,3,0,0,0,1,17,0,3.689703732
6,1,0,0,3,1,3,0,2.584962501
30,3,0,0,4,2,12,1,4.148394346
16,1,0,2,1,1,12,0,3.5
37,6,0,4,28,5,6,0,4.260279974
17,3,0,6,6,2,11,0,3.4548224
14,3,1,1,0,2,3,0,3.324862958
15,4,1,0,0,1,11,0,3.240223929
26,4,1,0,2,3,3,0,3.921029622
13,2,0,0,1,1,9,0,3.39274741
17,1,0,1,62,1,13,0,3.146286371
20,4,0,0,36,3,6,0,3.58418372
16,4,1,5,7,2,7,0,3.5
12,2,0,0,0,1,8,0,2.918295834
15,2,4,0,1,2,4,0,2.973557262
18,5,1,2,29,3,6,0,3.530493057
18,1,0,0,24,1,14,0,3.947702779
13,1,0,0,0,1,9,0,3.238901257
11,5,0,0,1,1,7,0,3.277613437
23,2,2,0,7,1,19,0,3.257500414
15,2,0,0,6,1,11,0,3.323231429
23,2,0,0,0,2,3,0,3.762267391
14,4,0,0,1,3,3,0,2.985228136
16,3,0,1,8,2,5,1,3.125
33,5,1,0,1,5,8,0,3.942438726
14,2,1,0,0,1,10,0,3.182005815
10,1,1,0,6,1,6,0,3.121928095
22,4,0,0,36,3,5,0,3.788754914
13,2,0,0,2,1,9,0,3.39274741
22,4,0,0,0,2,7,0,3.6412498
19,2,0,0,0,1,16,0,3.576617645
15,7,1,1,2,2,3,0,3.189898095
17,1,0,0,0,1,14,0,3.101881223
18,2,2,3,12,1,14,2,3.683542362
22,2,2,0,0,2,3,0,3.606936732
18,3,0,3,34,2,6,0,3.503258335
27,8,0,3,1,5,2,0,3.574357762
17,2,0,0,0,1,13,0,3.292770194
15,1,0,0,19,1,11,0,3.323231429
31,2,0,0,4,2,13,1,4.082597923
17,2,1,0,0,1,13,0,3.292770194
18,3,0,0,0,2,3,0,2.927451225
15,6,1,1,0,2,3,0,3.139572262
26,3,0,0,0,3,13,0,3.950063756
27,1,1,0,21,1,23,0,3.884155095
23,1,0,0,0,1,19,0,3.757925414
12,2,0,0,10,1,8,0,3.084962501
11,9,0,0,3,1,7,0,3.095795255
7,2,1,6,8,1,4,0,2.521640636
10,5,1,1,2,1,7,0,3.121928095
22,3,0,0,15,2,3,0,3.572623664
18,2,0,1,1,2,8,0,3.46132014
30,7,0,2,25,5,3,0,3.80291008
15,2,0,0,2,2,7,1,3.640223929
33,5,2,0,1,5,8,0,3.942438726
18,3,0,0,0,3,3,0,3.155221529
10,2,1,0,0,1,17.5,0,2.75
16,3,2,0,2,2,3,0,3.452819531
20,7,0,4,57,2,11,4,3.821928095
11,2,0,0,0,1,7,0,3.095795255
6,1,0,0,6,1,3,0,2.584962501
17,1,0,1,60,1,13,0,3.381580488
38,4,4,0,9,4,3,3,4.102933434
11,1,0,0,0,1,7,0,3.277613437
19,1,0,0,0,1,15,0,3.787143961
17,1,0,0,0,1,13,0,3.499227547
14,6,0,0,1,2,3,0,3.039148672
12,3,0,0,0,2,2,0,2.751629167
15,1,2,1,1,1,5.5,0,3.773557262
21,2,0,0,55,2,3,0,3.403989446
28,3,0,0,0,1,24,0,3.869331261
25,2,0,0,19,2,3,0,3.46346519
24,2,0,0,2,2,15,1,3.918295834
22,1,1,0,0,1,9,0,3.356492414
8,1,0,0,2,1,4,2,3
32,7,0,0,0,3,3,0,3.858458593
17,1,0,0,3,1,13,0,3.734521665
19,3,1,0,0,2,3,0,3.576617645
14,2,0,0,21,2,3,0,3.182005815
28,3,0,3,2,2,3,0,3.672553582
16,3,0,1,0,2,3,0,3.280639062
13,1,0,1,43,1,10,0,3.238901257
17,1,0,0,0,1,13,0,3.292770194
25,2,0,0,0,2,14,0,3.65366069
18,1,0,0,19,1,14,0,3.947702779
13,2,0,0,1,1,9,0,3.39274741
28,8,1,3,1,5,2,0,3.767375798
17,1,1,0,3,1,6,0,3.499227547
25,4,1,0,0,2,3,0,3.43326969
18,5,1,0,0,1,7,0,3.683542362
17,1,1,1,21,1,6,0,3.219528282
32,2,0,0,49,2,16,10,4.304229297
17,8,1,1,2,3,3,0,3.292770194
38,3,2,0,4,2,9.333333333,4,4.240962711
19,2,1,0,0,2,3,0,3.681880803
18,2,0,0,0,2,5,0,3.281036113
25,5,0,0,35,4,3,0,3.68385619
17,2,1,0,0,1,13,0,3.4548224
34,2,1,0,3,2,10,3,4.091159812
35,9,1,3,1,6,2,0,3.707156231
13,2,0,0,1,1,9,0,3.39274741
17,11,0,3,3,3,3,0,3.175123135
15,1,0,0,9,1,11,0,3.323231429
13,3,0,0,3,2,3,0,3.026986833
21,4,0,0,30,3,5,0,3.880179923
24,2,1,2,5,2,5,0,3.454986856
19,4,0,0,28,3,5,0,3.471354487
15,2,1,17,34,1,5,0,3.773557262
16,3,0,0,2,2,8,0,3.327819531
35,3,3,0,0,2,3,0,3.954442575
23,4,0,0,1,3,3,0,3.294663586
15,5,1,0,2,1,5,0,3.323231429
17,2,0,0,24,2,3,0,3.4548224
18,1,1,1,26,1,14,0,3.614369446
21,5,1,1,2,2,4,0,3.43993647
17,5,0,0,0,2,3,0,3.4548224
21,3,1,0,0,2,4,0,3.463280518
22,4,1,2,4,3,8,0,3.572623664
16,4,0,0,0,2,3,0,3.202819531
23,3,2,0,0,3,3,0,3.642489673
24,2,0,0,0,2,3,0,3.803508855
16,3,0,0,1,2,7,0,3.75
15,6,0,1,1,2,3,0,3.139572262
23,3,1,0,2,2,3,0,3.762267391
13,7,1,1,2,2,3,0,2.623516641
20,4,0,0,1,3,3,0,3.646439345
16,2,2,3,0,1,5.5,0,3.5
24,4,1,0,0,4,3,0,3.720175521
15,6,1,1,2,2,3,0,3.323231429
14,3,0,0,13,3,3,3,2.842370993
20,3,1,1,0,2,3,0,3.746439345
17,7,1,1,2,3,3,0,3.101881223
14,3,0,1,0,2,3,0,3.324862958
21,1,0,0,0,1,17,0,3.499227542
15,2,1,0,21,2,2,0,3.373557262
12,2,0,0,18,1,8,0,3.418295834
26,2,1,0,0,1,11,0,3.690260391
33,8,0,2,26,6,3,0,4.066677074
18,2,0,0,25,2,6,0,3.413833864
17,1,0,0,0,1,13,0,3.4548224
15,1,0,0,17,1,11,0,3.323231429
18,7,1,0,37,1,14,0,3.46132014
22,2,4,2,26,2,3,0,3.55034071
9,6,0,1,1,1,5,0,2.641604168
21,2,0,0,0,2,10,0,3.820888851
12,4,0,0,19,1,8,0,3.084962501
9,7,0,3,87,1,5,0,2.725480557
14,2,0,0,9,1,10,1,3.324862958
19,4,1,2,1,1,7,0,3.93213804
16,3,0,0,2,1,12,0,3
13,2,0,0,1,1,9,0,3.39274741
31,4,1,0,15,2,8.5,0,3.897587036
25,3,0,0,3,3,3,0,3.67326969
20,3,12,1,14,2,3,0,3.546439345
25,3,4,0,6,1,6.333333333,6,3.92385619
